fusion_id,qsim_tester,qsim_line,qsim_both,V_flag_analyze,M_flag_analyze,M_num_reps,V_num_reps,M_tester_total_1,M_Line_total_1,M_Both_total_1,M_tester_total_2,M_Line_total_2,M_Both_total_2,V_tester_total_1,V_Line_total_1,V_Both_total_1,V_tester_total_2,V_Line_total_2,V_Both_total_2,line
Exon_197,0.193633952,0.194518126,0.611847922,1,1,2,2,809,886,3470,680,746,2984,793,877,3303,792,985,3306,sample1
Exon_198,0.290973872,0.157957245,0.551068884,1,1,2,2,33,27,83,41,21,60,20,17,48,53,52,93,sample1
Exon_199,0.321875,0.509375,0.16875,1,1,2,2,15,24,15,16,14,12,4,16,8,23,30,15,sample1
Exon_200,0.314866113,0.179132041,0.506001847,1,1,2,2,29,29,57,23,9,43,16,15,27,34,28,72,sample1
Exon_201,0.416252073,0.462686567,0.12106136,1,1,2,2,45,34,25,27,19,22,27,12,16,41,38,30,sample1
Exon_202,0.25,0.359848485,0.390151515,1,1,2,2,31,23,52,29,17,40,16,16,25,40,38,75,sample1
Exon_203,0.21869783,0.30328325,0.47801892,1,1,2,2,49,31,81,33,13,66,16,25,71,59,43,138,sample1
Exon_204,0.239245728,0.253388332,0.50736594,1,1,2,2,54,50,124,47,34,72,23,38,50,67,64,173,sample1
Exon_205,0.321763602,0.348968105,0.329268293,1,1,2,2,52,36,49,35,17,23,25,13,21,49,32,47,sample1
Exon_206,0.269544924,0.225204201,0.505250875,1,1,2,2,24,72,120,24,65,125,23,47,110,22,53,106,sample1
Exon_207,0.292369478,0.309236948,0.398393574,1,1,2,2,24,60,140,25,60,137,26,70,114,15,37,92,sample1
Exon_208,0.248502994,0.261227545,0.490269461,1,1,2,2,10,40,87,25,53,90,18,34,74,16,20,60,sample1
Exon_209,0.152,0.396,0.452,1,1,2,2,23,31,58,43,18,69,35,29,73,35,22,40,sample1
Exon_210,0.240092879,0.240712074,0.519195046,1,1,2,2,31,79,175,35,105,228,7,29,79,20,47,84,sample1
Exon_211,0.358917109,0.361987162,0.27909573,1,1,2,2,20,30,41,29,39,32,13,17,14,18,16,21,sample1
Exon_212,0.399328859,0.399328859,0.201342282,1,1,2,2,171,308,200,234,387,317,34,27,12,22,34,19,sample1
Exon_213,0.5,0.5,0,1,1,2,2,1712,1577,8,2533,2396,5,59,30,1,38,37,0,sample1
Exon_214,0.5,0.5,0,1,1,2,2,1999,1908,35,2975,2832,48,68,53,1,61,73,0,sample1
Exon_215,0.230088496,0.230088496,0.539823009,1,1,2,2,739,837,2743,1090,1331,4192,27,22,64,14,27,85,sample1
Exon_216,0.449152542,0.449152542,0.101694915,1,1,2,2,1504,1471,774,2368,2263,1270,37,42,25,34,62,25,sample1
Exon_217,0.351731602,0.446969697,0.201298701,1,1,2,2,49,107,57,32,81,43,18,51,24,34,46,33,sample1
Exon_218,0.48945616,0.390677026,0.119866815,1,1,2,2,38,53,49,34,86,50,20,45,30,21,49,27,sample1
Exon_219,0.394927536,0.33115942,0.273913043,1,1,2,2,43,129,61,37,109,43,18,46,25,16,55,28,sample1
Exon_220,0.385103011,0.52614897,0.088748019,1,1,2,2,59,59,49,49,61,52,36,42,25,41,45,28,sample1
Exon_221,0.510115607,0.414739884,0.075144509,1,1,2,2,51,73,33,43,62,19,25,28,8,36,36,13,sample1
Exon_222,0.505050505,0.494949495,0,1,1,2,2,32,33,0,32,34,0,27,19,0,32,29,0,sample1
Exon_223,0.127617149,0.153539382,0.71884347,1,1,2,2,54,36,107,42,43,100,32,36,97,46,39,84,sample1
Exon_224,0.26419214,0.30349345,0.43231441,1,1,2,2,45,41,72,42,39,59,21,26,61,28,30,54,sample1
Exon_225,0.555555556,0.444444444,0,1,1,2,2,20,14,0,25,17,0,18,10,0,12,26,0,sample1
Exon_226,0.375886525,0.34751773,0.276595745,1,1,2,2,33,37,10,26,26,15,24,25,6,23,35,6,sample1
Exon_227,0.365740741,0.293981481,0.340277778,1,1,2,2,59,61,82,61,51,68,46,36,51,63,59,59,sample1
Exon_228,0.311073059,0.259703196,0.429223744,1,1,2,2,32,37,86,26,34,82,21,25,63,21,33,68,sample1
Exon_229,0.419047619,0.580952381,0,1,1,2,2,22,32,0,19,37,0,20,16,0,14,31,0,sample1
Exon_230,0.477272727,0.522727273,0,1,1,2,2,18,28,0,28,25,0,21,13,0,28,21,0,sample1
Exon_231,0.305584826,0.348788198,0.345626976,1,1,2,2,45,47,59,50,66,58,38,33,35,44,56,56,sample1
Exon_232,0.231584526,0.264440911,0.503974563,1,1,2,2,52,39,130,33,36,93,34,29,78,35,42,97,sample1
Exon_233,0.462025316,0.392405063,0.14556962,1,1,2,2,37,42,19,33,43,15,21,33,14,29,31,7,sample1
Exon_234,0.523076923,0.476923077,0,1,1,2,2,34,24,0,25,36,0,18,27,0,27,34,0,sample1
Exon_235,0.278576616,0.410893246,0.310530138,1,1,2,2,21,31,32,25,21,29,12,10,27,15,16,23,sample1
Exon_236,0.22088215,0.225017229,0.55410062,1,1,2,2,36,34,46,26,25,32,20,14,27,17,16,25,sample1
Exon_237,0.436317781,0.268600252,0.295081967,1,1,2,2,19,18,9,14,11,4,15,11,6,16,22,5,sample1
Exon_238,0.302426135,0.357674754,0.339899111,1,1,2,2,45,33,22,33,14,7,46,28,12,49,13,13,sample1
Exon_239,0.333228544,0.293932726,0.37283873,1,1,2,2,28,43,12,19,17,8,33,15,9,30,12,7,sample1
Exon_240,0.282608696,0.282608696,0.434782609,1,1,2,2,33,14,36,24,22,37,13,15,17,21,18,21,sample1
Exon_241,0.3375,0.3375,0.325,1,1,2,2,192,213,450,219,276,497,93,69,172,124,91,300,sample1
Exon_242,0.377672209,0.376880443,0.245447348,1,1,2,2,441,355,154,540,395,234,143,237,104,292,283,142,sample1
Exon_243,0.248253968,0.247619048,0.504126984,1,1,2,2,142,153,339,82,140,256,399,429,982,479,590,1105,sample1
Exon_244,0.140449438,0.140449438,0.719101124,1,1,2,2,24,41,135,15,27,119,52,109,370,64,121,406,sample1
Exon_245,0.176020408,0.176020408,0.647959184,1,1,2,2,43,26,404,33,19,286,59,33,568,76,54,636,sample1
Exon_246,0.307575758,0.307575758,0.384848485,1,1,2,2,85,160,69,83,113,43,144,237,81,152,286,128,sample1
Exon_247,0.190461908,0.174565087,0.634973005,1,1,2,2,1984,206,4012,2176,238,4427,1311,146,2573,1432,154,2975,sample1
Exon_248,0.43220339,0.43220339,0.13559322,1,1,2,2,92,103,157,110,94,155,60,48,92,55,65,120,sample1
Exon_249,0.153846154,0.246153846,0.6,1,1,2,2,162,117,825,155,105,806,106,75,477,111,76,527,sample1
Exon_250,0.505319149,0.494680851,0,1,1,2,2,14,50,4,15,67,0,17,22,1,24,27,0,sample1
Exon_251,0.338196286,0.449602122,0.212201592,1,1,2,2,32,65,2,22,69,1,16,31,1,23,25,1,sample1
Exon_252,0.571428571,0.428571429,0,1,1,2,2,31,91,2,12,61,3,18,40,1,25,45,1,sample1
Exon_253,0.433944954,0.433944954,0.132110092,1,1,2,2,247,509,171,120,184,61,299,615,184,292,550,201,sample1
Exon_254,0.259067358,0.259067358,0.481865285,1,1,2,2,18,92,152,16,41,52,26,202,230,34,140,204,sample1
Exon_255,0.30202855,0.277235162,0.420736289,1,1,2,2,51,35,77,58,36,106,385,396,668,589,564,1075,sample1
Exon_256,0.151260504,0.151260504,0.697478992,1,1,2,2,29,61,200,53,93,366,15,19,78,15,36,108,sample1
Exon_257,0.5,0.5,0,1,1,2,2,43,58,0,43,90,0,15,23,0,26,27,0,sample1
Exon_258,0.5,0.5,0,1,1,2,2,18,23,0,17,19,0,18,12,0,22,21,0,sample1
Exon_259,0.277777778,0.277777778,0.444444444,1,1,2,2,36,38,35,25,31,27,16,13,14,18,22,12,sample1
Exon_260,0.286682616,0.286682616,0.426634769,1,1,2,2,184,276,423,186,275,377,127,136,225,140,202,300,sample1
Exon_261,0.336340206,0.336340206,0.327319588,1,1,2,2,64,79,81,83,71,83,55,56,67,63,56,73,sample1
Exon_262,0.402153262,0.402786574,0.195060165,1,1,2,2,134,125,39,148,101,68,47,31,21,47,25,20,sample1
Exon_263,0.380196523,0.43159486,0.188208617,1,1,2,2,81,93,45,90,87,44,26,17,9,33,19,8,sample1
Exon_264,0.435005118,0.361310133,0.203684749,1,1,2,2,117,128,56,129,149,60,41,26,13,43,28,12,sample1
Exon_265,0.447409733,0.405023548,0.147566719,1,1,2,2,115,78,40,118,83,38,79,56,11,61,35,17,sample1
Exon_266,0.460966543,0.399362719,0.139670738,1,1,2,2,80,110,31,93,116,37,53,48,11,64,77,15,sample1
Exon_267,0.280445545,0.318316832,0.401237624,1,1,2,2,97,84,45,94,91,55,50,44,21,73,49,24,sample1
Exon_268,0.173772011,0.173772011,0.652455978,1,1,2,2,50,58,158,74,75,226,12,16,38,19,23,49,sample1
Exon_269,0.327731092,0.327731092,0.344537815,1,1,2,2,116,110,122,125,117,133,23,27,93,30,44,101,sample1
Exon_270,0.354609929,0.354609929,0.290780142,1,1,2,2,115,105,123,136,117,127,48,46,60,55,73,62,sample1
Exon_271,0.5,0.5,0,1,1,2,2,79,68,2,66,88,8,41,43,2,43,42,3,sample1
Exon_272,0.5,0.5,0,1,1,2,2,24,32,0,27,32,1,16,17,0,16,15,2,sample1
Exon_273,0.408626561,0.409761635,0.181611805,1,1,2,2,95,74,107,93,67,93,49,38,53,66,46,74,sample1
Exon_274,0.29222573,0.189818469,0.517955801,1,1,2,2,72,81,150,85,66,160,43,41,72,46,76,148,sample1
Exon_275,0.260557769,0.286738759,0.452703472,1,1,2,2,43,23,67,24,40,57,21,28,44,21,34,59,sample1
Exon_276,0.298963731,0.293264249,0.407772021,1,1,2,2,19,19,37,22,18,47,11,22,37,19,13,38,sample1
Exon_277,0.275702479,0.25768595,0.46661157,1,1,2,2,45,55,77,37,57,68,18,30,32,35,51,67,sample1
Exon_278,0.275970113,0.276211135,0.447818752,1,1,2,2,41,50,68,41,38,64,24,25,40,23,39,57,sample1
Exon_279,0.288833557,0.255315074,0.455851369,1,1,2,2,64,56,119,48,63,116,29,33,64,44,64,95,sample1
Exon_280,0.256571087,0.30993628,0.433492632,1,1,2,2,65,64,147,56,56,123,30,39,67,42,59,136,sample1
Exon_281,0.238013699,0.260273973,0.501712329,1,1,2,2,67,70,175,64,62,137,37,27,80,55,49,99,sample1
Exon_282,0.399380805,0.464396285,0.13622291,1,1,2,2,92,70,52,59,84,48,63,39,32,60,68,39,sample1
Exon_283,0.295964126,0.33632287,0.367713004,1,1,2,2,45,57,69,40,43,59,38,25,43,46,45,59,sample1
Exon_284,0.291878173,0.307106599,0.401015228,1,1,2,2,77,55,144,49,58,138,26,30,91,47,48,113,sample1
Exon_285,0.391634981,0.441064639,0.16730038,1,1,2,2,115,114,52,113,92,47,89,54,28,110,96,69,sample1
Exon_286,0.322981366,0.335403727,0.341614907,1,1,2,2,80,55,109,70,53,120,64,34,81,65,44,102,sample1
Exon_287,0.282051282,0.217948718,0.5,1,1,2,2,47,40,122,35,39,95,33,24,54,46,19,76,sample1
Exon_288,0.505494505,0.318681319,0.175824176,1,1,2,2,132,137,73,105,107,67,74,54,31,92,81,53,sample1
Exon_289,0.331428571,0.257142857,0.411428571,1,1,2,2,64,69,115,52,76,104,62,37,76,57,63,80,sample1
Exon_290,0.438791733,0.446740859,0.114467409,1,1,2,2,115,197,29,98,123,27,87,177,15,94,180,16,sample1
Exon_291,0.434911243,0.428994083,0.136094675,1,1,2,2,142,28,28,119,27,27,102,29,26,101,9,18,sample1
Exon_292,0.061797753,0.071737252,0.866464996,1,1,2,2,45,71,807,40,60,735,30,34,425,34,43,446,sample1
Exon_293,0.053729456,0.042351454,0.90391909,1,1,2,2,55,45,698,35,51,648,30,28,319,26,17,387,sample1
Exon_294,0.016992981,0.022534171,0.960472848,1,1,2,2,36,32,839,28,26,611,18,16,358,18,14,396,sample1
Exon_295,0.033859177,0.016929588,0.949211235,1,1,2,2,77,42,816,61,37,664,32,19,382,28,24,433,sample1
Exon_296,0.422135162,0.367286974,0.210577865,1,1,2,2,22,21,3,4,14,7,161,269,106,115,218,75,sample1
Exon_297,0.416129032,0.329032258,0.25483871,1,1,2,2,26,19,8,8,9,10,237,314,223,164,251,165,sample1
Exon_298,0.300275482,0.289256198,0.41046832,1,1,2,2,25,14,29,11,17,19,183,260,358,126,208,268,sample1
Exon_299,0.308523409,0.307322929,0.384153661,1,1,2,2,28,19,37,13,16,19,278,284,465,183,206,333,sample1
Exon_300,0.355395683,0.435971223,0.208633094,1,1,2,2,24,23,6,17,10,3,247,227,122,180,220,107,sample1
Exon_301,0.363501484,0.403560831,0.232937685,1,1,2,2,33,20,21,16,27,11,377,371,306,216,294,215,sample1
Exon_302,0.283880171,0.289586305,0.426533524,1,1,2,2,25,20,34,14,6,20,305,315,539,164,201,347,sample1
Exon_303,0,0.004366812,0.995633188,1,1,2,2,39,53,791,39,60,755,18,24,451,23,30,490,sample1
Exon_304,0.138917263,0.082737487,0.77834525,1,1,2,2,30,37,77,35,36,65,20,22,56,20,17,43,sample1
Exon_305,0.103727715,0.199351702,0.696920583,1,1,2,2,37,26,102,44,26,98,17,11,71,27,16,71,sample1
Exon_306,0.481715006,0.339218159,0.179066835,1,1,2,2,20,41,43,25,23,27,13,20,18,17,33,24,sample1
Exon_307,0.375,0.375,0.25,1,1,2,2,65,87,49,112,103,90,17,17,24,25,25,20,sample1
Exon_308,0.089766607,0.089766607,0.820466786,1,1,2,2,58,43,339,72,72,484,17,12,122,19,20,129,sample1
Exon_309,0.200291333,0.224326293,0.575382374,1,1,2,2,152,163,582,121,145,484,10,34,70,20,38,117,sample1
Exon_310,0.213630406,0.170380079,0.615989515,1,1,2,2,98,213,426,87,125,373,8,19,50,18,33,95,sample1
Exon_311,0.073608137,0.058083512,0.868308351,1,1,2,2,8,16,59,20,23,80,29,29,197,50,48,303,sample1
Exon_312,0.122936321,0.132665094,0.744398585,1,1,2,2,17,18,68,25,18,81,26,32,116,34,57,182,sample1
Exon_313,0.364417178,0.382822086,0.252760736,1,1,2,2,30,21,38,26,18,38,22,16,21,25,29,31,sample1
Exon_314,0.391879965,0.448367167,0.159752868,1,1,2,2,29,15,51,22,14,36,20,12,30,21,21,33,sample1
Exon_315,0.426987061,0.304990758,0.268022181,1,1,2,2,28,13,29,16,17,25,18,11,17,21,18,27,sample1
Exon_316,0.207317073,0.207317073,0.585365854,1,1,2,2,39,230,501,29,164,412,25,222,520,49,246,574,sample1
Exon_317,0.430451128,0.434210526,0.135338346,1,1,2,2,461,840,419,367,732,295,561,934,387,618,1123,471,sample1
Exon_318,0.287833828,0.255192878,0.456973294,1,1,2,2,69,71,108,51,73,84,48,55,71,34,74,69,sample1
Exon_319,0.272577997,0.297208539,0.430213465,1,1,2,2,87,73,136,82,62,114,52,52,99,54,51,88,sample1
Exon_320,0.274841438,0.274841438,0.450317125,1,1,2,2,2427,620,3027,2657,675,3581,1410,350,1915,1489,406,2107,sample1
Exon_321,0.229050279,0.251396648,0.519553073,1,1,2,2,36,42,66,19,15,47,31,33,63,24,23,52,sample1
Exon_322,0.367383513,0.304659498,0.327956989,1,1,2,2,88,79,99,35,38,48,47,55,63,40,28,58,sample1
Exon_323,0.18556701,0.184094256,0.630338733,1,1,2,2,174,197,710,106,111,449,125,143,567,109,107,450,sample1
Exon_324,0.247311828,0.204301075,0.548387097,1,1,2,2,32,36,65,15,19,41,25,26,52,30,29,42,sample1
Exon_325,0.270382696,0.299500832,0.430116473,1,1,2,2,80,105,125,25,41,68,50,47,62,42,59,62,sample1
Exon_326,0.12462908,0.115727003,0.759643917,1,1,2,2,55,68,305,59,45,223,23,54,161,37,59,185,sample1
Exon_327,0.5,0.5,0,1,1,2,2,40,38,0,34,31,0,25,17,0,27,26,0,sample1
Exon_328,0.46031746,0.53968254,0,1,1,2,2,38,53,0,33,32,0,18,20,0,32,24,0,sample1
Exon_329,0.471578947,0.528421053,0,1,1,2,2,65,67,0,77,64,0,38,28,0,56,38,0,sample1
Exon_330,0.11196319,0.096625767,0.791411043,1,1,2,2,91,88,408,78,66,325,41,67,209,57,57,241,sample1
Exon_331,0.382758621,0.38045977,0.236781609,1,1,2,2,43,98,80,27,68,78,28,41,45,22,45,59,sample1
Exon_332,0.105870021,0.122641509,0.77148847,1,1,2,2,109,88,458,91,68,339,46,60,269,67,53,300,sample1
Exon_333,0.592039801,0.407960199,0,1,1,2,2,53,57,1,34,48,0,30,23,0,43,20,0,sample1
Exon_334,0.635135135,0.364864865,0,1,1,2,2,23,21,2,19,10,0,52,41,0,39,23,4,sample1
Exon_335,0.49408284,0.50591716,0,1,1,2,2,54,37,1,49,24,0,105,37,2,96,41,2,sample1
Exon_336,0.514925373,0.485074627,0,1,1,2,2,18,17,2,17,12,2,55,24,0,34,18,1,sample1
Exon_337,0.605263158,0.394736842,0,1,1,2,2,28,13,0,30,16,0,65,33,0,54,21,1,sample1
Exon_338,0.121175031,0.11995104,0.758873929,1,1,2,2,81,33,277,41,22,169,36,27,171,53,24,198,sample1
Exon_339,0.404399323,0.446700508,0.148900169,1,1,2,2,40,79,38,31,57,22,55,63,38,43,63,36,sample1
Exon_340,0.32003988,0.295114656,0.384845464,1,1,2,2,91,51,198,43,42,109,73,69,192,70,59,146,sample1
Exon_341,0.223351818,0.23012939,0.546518792,1,1,2,2,15,31,34,17,43,41,27,42,35,19,31,37,sample1
Exon_342,0.408005165,0.406068431,0.185926404,1,1,2,2,115,140,45,104,156,65,164,155,67,185,181,58,sample1
Exon_343,0.321782178,0.321782178,0.356435644,1,1,2,2,29,30,42,29,33,53,35,43,55,47,39,71,sample1
Exon_344,0.222394421,0.248159628,0.529445951,1,1,2,2,35,55,85,53,65,91,41,69,83,55,69,109,sample1
Exon_345,0.52303523,0.47696477,0,1,1,2,2,21,18,0,24,17,0,23,21,1,28,17,0,sample1
Exon_346,0.450743494,0.467472119,0.081784387,1,1,2,2,22,19,6,23,24,3,26,20,4,30,32,9,sample1
Exon_347,0.247736626,0.196296296,0.555967078,1,1,2,2,36,40,55,40,41,51,34,48,57,41,49,67,sample1
Exon_348,0.508650519,0.491349481,0,1,1,2,2,25,17,0,19,16,0,25,21,0,28,16,0,sample1
Exon_349,0.232131359,0.178042498,0.589826143,1,1,2,2,18,40,42,25,51,61,16,43,35,26,39,58,sample1
Exon_350,0.212654615,0.283539486,0.503805899,1,1,2,2,43,50,67,33,56,76,28,51,74,52,51,92,sample1
Exon_351,0.228153153,0.225675676,0.546171171,1,1,2,2,26,26,33,25,28,33,17,29,30,15,37,41,sample1
Exon_352,0.426155581,0.408117249,0.16572717,1,1,2,2,20,14,14,20,14,5,29,25,12,24,25,18,sample1
Exon_353,0.5,0.5,0,1,1,2,2,45,61,21,47,63,12,30,45,5,21,32,7,sample1
Exon_354,0.5,0.5,0,1,1,2,2,69,114,1,73,108,0,37,71,0,42,66,2,sample1
Exon_355,0.22309417,0.225336323,0.551569507,1,1,2,2,69,137,486,85,124,460,44,78,291,48,84,345,sample1
Exon_356,0.250778816,0.250778816,0.498442368,1,1,2,2,146,208,401,191,239,565,35,30,50,32,24,76,sample1
Exon_357,0.301843318,0.298099078,0.400057604,1,1,2,2,88,76,79,89,79,107,27,35,11,33,39,22,sample1
Exon_358,0.180492813,0.180492813,0.639014374,1,1,2,2,402,501,1400,270,323,1072,314,774,1778,426,898,2037,sample1
Exon_359,0.182473776,0.186407343,0.631118881,1,1,2,2,119,650,917,53,374,489,130,829,1181,130,730,1019,sample1
Exon_360,0.232421133,0.259597111,0.507981756,1,1,2,2,16,24,32,10,20,29,31,79,75,68,155,191,sample1
Exon_361,0.214608696,0.291826087,0.493565217,1,1,2,2,29,30,92,27,30,64,64,69,191,142,161,435,sample1
Exon_362,0.245523279,0.150417827,0.604058894,1,1,2,2,19,19,44,8,16,26,27,35,73,65,110,196,sample1
Exon_363,0.23761194,0.237014925,0.525373134,1,1,2,2,26,22,144,12,31,86,22,31,118,22,29,107,sample1
Exon_364,0.132863341,0.137201735,0.729934924,1,1,2,2,15,35,161,21,65,181,29,6,79,30,29,115,sample1
Exon_365,0.186250999,0.18705036,0.626698641,1,1,2,2,44,38,101,40,24,106,50,69,198,80,72,243,sample1
Exon_366,0.244779582,0.244779582,0.510440835,1,1,2,2,88,113,233,91,152,279,43,96,203,94,137,281,sample1
Exon_367,0.12754159,0.120147874,0.752310536,1,1,2,2,17,127,109,16,108,92,17,57,35,12,78,60,sample1
Exon_368,0.11736867,0.121154756,0.761476574,1,1,2,2,25,87,75,29,71,71,19,36,20,19,33,39,sample1
Exon_369,0.066982409,0.029769959,0.903247632,1,1,2,2,25,18,272,31,19,321,9,21,220,24,26,355,sample1
Exon_370,0.22172949,0.242793792,0.535476718,1,1,2,2,80,90,117,64,97,115,25,54,49,37,49,60,sample1
Exon_371,0.305369128,0.305369128,0.389261745,1,1,2,2,43,38,61,37,38,48,40,28,36,32,29,49,sample1
Exon_372,0.143902439,0.143902439,0.712195122,1,1,2,2,33,24,158,33,23,159,22,19,125,30,36,176,sample1
Exon_373,0.239583333,0.239583333,0.520833333,1,1,2,2,80,97,207,92,96,190,36,20,81,30,32,95,sample1
Exon_374,0.072186837,0.100849257,0.826963907,1,1,2,2,58,20,419,87,28,606,20,12,162,22,17,234,sample1
Exon_375,0.188923802,0.214846819,0.596229379,1,1,2,2,304,103,576,486,257,895,46,14,124,36,14,184,sample1
Exon_376,0.189393939,0.200140944,0.610465116,1,1,2,2,732,698,1288,1195,1222,1899,50,24,97,51,42,135,sample1
Exon_377,0.087643678,0.087643678,0.824712644,1,1,2,2,32,35,278,31,33,296,20,25,168,26,30,271,sample1
Exon_378,0.260204082,0.260204082,0.479591837,1,1,2,2,30,47,74,34,37,74,22,38,54,41,35,64,sample1
Exon_379,0.26173542,0.263157895,0.475106686,1,1,2,2,448,413,953,419,418,826,331,327,632,448,353,785,sample1
Exon_380,0.329257642,0.328384279,0.342358079,1,1,2,2,338,401,391,341,342,349,133,136,145,190,213,210,sample1
Exon_381,0.252293578,0.252293578,0.495412844,1,1,2,2,83,80,145,77,71,141,37,30,55,51,49,74,sample1
Exon_382,0.309550562,0.309550562,0.380898876,1,1,2,2,379,435,645,369,428,599,199,198,314,255,277,386,sample1
Exon_383,0.12037037,0.12037037,0.759259259,1,1,2,2,7,14,68,21,15,87,13,8,60,23,24,123,sample1
Exon_384,0.087378641,0.087378641,0.825242718,1,1,2,2,140,126,702,139,122,795,78,65,518,112,100,628,sample1
Exon_385,0.161812298,0.161812298,0.676375405,1,1,2,2,81,92,148,65,59,120,38,26,66,58,53,103,sample1
Exon_386,0.263622211,0.264141152,0.472236637,1,1,2,2,73,78,393,60,65,378,36,29,187,69,52,333,sample1
Exon_387,0.109349371,0.109349371,0.781301258,1,1,2,2,35,36,304,34,39,303,45,43,417,80,62,606,sample1
Exon_388,0.191626409,0.193236715,0.615136876,1,1,2,2,161,204,95,179,168,106,175,198,49,238,273,52,sample1
Exon_389,0.356347439,0.35857461,0.285077951,1,1,2,2,82,98,282,76,77,226,114,108,260,131,113,360,sample1
Exon_390,0.299331104,0.306020067,0.394648829,1,1,2,2,251,485,670,213,445,580,128,138,221,200,279,362,sample1
Exon_391,0.31661442,0.319749216,0.363636364,1,1,2,2,34,45,21,27,24,7,15,18,12,33,43,16,sample1
Exon_392,0.453874539,0.453874539,0.092250923,1,1,2,2,54,120,62,14,29,19,10,23,9,32,43,18,sample1
Exon_393,0.5,0.5,0,1,1,2,2,29,40,2,35,41,5,10,16,2,26,24,0,sample1
Exon_394,0.466257669,0.411042945,0.122699387,1,1,2,2,151,141,112,130,90,77,90,46,38,85,67,82,sample1
Exon_395,0.31557377,0.659836066,0.024590164,1,1,2,2,121,88,58,87,56,46,52,40,26,65,50,30,sample1
Exon_396,0.40942029,0.427536232,0.163043478,1,1,2,2,42,228,42,34,156,44,11,93,33,17,130,27,sample1
Exon_397,0.286549708,0.260233918,0.453216374,1,1,2,2,217,18,141,186,11,130,62,15,28,79,24,50,sample1
Exon_398,0.36689742,0.317809943,0.315292637,1,1,2,2,38,86,58,44,80,49,14,45,24,19,78,50,sample1
Exon_399,0.206896552,0.205707491,0.587395957,1,1,2,2,34,37,186,35,24,139,16,13,98,16,13,109,sample1
Exon_400,0.172925764,0.170305677,0.656768559,1,1,2,2,26,20,123,18,19,110,20,16,77,24,12,62,sample1
Exon_401,0.325250836,0.325250836,0.349498328,1,1,2,2,391,615,504,513,609,618,1148,1057,1003,1572,1538,1366,sample1
